CAMIS,Longitude,Latitude,Source,Dataset Date,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,geo_key,ditance,distance
41224932,-73.98394719,40.76536054,TIGER/ArcMap,5/15/2015,HALE & HEARTY SOUPS,MANHATTAN,927       ,8 AVENUE                                                                                            ,10019.0,2122478200,Soups & Sandwiches,12/04/2014,Violations were cited in the following area(s).,20F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,20.0,B,12/04/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.765360540000003, -73.983947189999995)",0.225568095611,0.225568095611
41224938,-73.99782805,40.67478087,TIGER/ArcMap,5/15/2015,LINE BAGELS,BROOKLYN,476,SMITH STREET,11231.0,7184220001,Delicatessen,12/31/2012,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,34.0,A,12/31/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.674780869999999, -73.997828049999995)",0.408066559256,0.408066559256
41225183,-73.99013531,40.73261326,TIGER/ArcMap,5/15/2015,PARADIS TO GO,MANHATTAN,114,4 AVENUE,10003.0,6464166709,American ,10/02/2013,Violations were cited in the following area(s).,10F,Thawing procedures improper.,Not Critical,23.0,A,10/02/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.732613260000001, -73.990135309999999)",0.14245608538,0.14245608538
41225414,-73.984248,40.73121598,TIGER/ArcMap,5/15/2015,THE REDHEAD,MANHATTAN,349       ,EAST   13 STREET                                  ,10003.0,2125336212,American ,06/04/2014,Violations were cited in the following area(s).,10J,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,32.0,A,06/04/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.731215980000002, -73.984247999999994)",0.382769083091,0.382769083091
41225392,-74.0062562,40.73442477,TIGER/ArcMap,5/15/2015,BAYARD'S ALEHOUSE,MANHATTAN,533       ,HUDSON STREET                                     ,10014.0,2129890313,American ,09/19/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,26.0,A,09/19/2014,07/04/2015,Trans Fat / Re-inspection,"(40.734424769999997, -74.00625620000001)",0.335441727532,0.335441727532
41226031,-73.99060962,40.76752222,TIGER/ArcMap,5/15/2015,ARS NOVA THEATER,MANHATTAN,511,WEST   54 STREET,10019.0,2124899800,American ,05/13/2015,Violations were cited in the following area(s).,10J,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12.0,A,05/13/2015,07/04/2015,Cycle Inspection / Initial Inspection,"(40.767522219999996, -73.990609620000001)",0.458141905479,0.458141905479
41226387,-73.99229679,40.73711726,TIGER/ArcMap,5/15/2015,UNIVERSITY MARKET PLACE,MANHATTAN,20        ,EAST   16 STREET                                  ,10003.0,2129292281,American ,08/24/2012,Violations were cited in the following area(s).,10F,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,40.0,A,08/24/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.737117259999998, -73.992296789999997)",0.20882002346,0.20882002346
41226690,-73.89914744,40.64220644,TIGER/ArcMap,5/15/2015,DELICIOUS CHINESE,BROOKLYN,1584,ROCKAWAY PARKWAY,11236.0,7186491625,Chinese,03/16/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,03/16/2015,07/04/2015,Cycle Inspection / Initial Inspection,"(40.642206440000002, -73.899147439999993)",0.301780463916,0.301780463916
41227884,-73.98825302,40.75664843,TIGER/ArcMap,5/15/2015,REGAL CINEMAS E-WALK STADIUM13,MANHATTAN,247       ,WEST 42 STREET                                                                                      ,10036.0,2128407761,American ,06/16/2015,Violations were cited in the following area(s).,18F,Proper sanitization not provided for utensil ware washing operation.,Not Critical,29.0,Z,06/16/2015,07/04/2015,Cycle Inspection / Re-inspection,"(40.756648429999998, -73.988253020000002)",0.184607466291,0.184607466291
41228172,-73.98456655,40.76157904,TIGER/ArcMap,5/15/2015,NATSUMI,MANHATTAN,226,WEST   50 STREET,10019.0,2122582988,Japanese,11/05/2014,Violations were cited in the following area(s).,20D,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,46.0,A,11/05/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.761579040000001, -73.984566549999997)",0.480466601365,0.480466601365
41228468,-73.98982731,40.76065554,TIGER/ArcMap,5/15/2015,THE RITZ BAR & LOUNGE,MANHATTAN,369,WEST   46 STREET,10036.0,2123334177,American ,11/23/2012,Violations were cited in the following area(s).,15L,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,36.0,A,09/23/2014,07/04/2015,Smoke-Free Air Act / Re-inspection,"(40.760655540000002, -73.989827309999995)",0.443958616229,0.443958616229
41228301,-74.00788869,40.7156535,TIGER/ArcMap,5/15/2015,TRIBECA TREATS,MANHATTAN,94,READE STREET,10013.0,2125710500,Bakery,11/20/2014,Violations were cited in the following area(s).,22C,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,24.0,A,11/20/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.715653499999995, -74.007888690000001)",0.188340738511,0.188340738511
41228483,-73.98201922,40.73107522,TIGER/ArcMap,5/15/2015,AKINA SUSHI,MANHATTAN,424,EAST   14 STREET,10009.0,2123881127,Japanese,09/13/2012,Violations were cited in the following area(s).,22C,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,26.0,B,09/13/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.731075220000001, -73.982019219999998)",0.484734017254,0.484734017254
41229106,-73.98628172,40.73297554,TIGER/ArcMap,5/15/2015,BLIND PIG,MANHATTAN,233,EAST   14 STREET,10003.0,2122091573,American ,12/10/2013,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,25.0,B,07/14/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.732975539999998, -73.986281719999994)",0.225416596814,0.225416596814
41229234,-73.95462363,40.82060391,TIGER/ArcMap,5/15/2015,LAS AMERICAS BAKERY,MANHATTAN,3362,BROADWAY,10031.0,2122347715,Bakery,11/13/2013,Violations were cited in the following area(s).,22C,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,63.0,B,11/13/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.820603910000003, -73.95462363)",0.223858740226,0.223858740226
41229180,-73.98056647,40.77509376,TIGER/ArcMap,5/15/2015,FRANCESCO PIZZERIA,MANHATTAN,186,COLUMBUS AVENUE,10023.0,2127210066,Pizza/Italian,12/23/2013,Violations were cited in the following area(s).,10F,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,29.0,A,12/13/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.775093759999997, -73.980566469999999)",0.477823052883,0.477823052883
41230445,-73.9919759,40.75944244,TIGER/ArcMap,5/15/2015,LENNY'S,MANHATTAN,613,9 AVENUE,10036.0,2129577800,Sandwiches/Salads/Mixed Buffet,12/05/2014,Violations were cited in the following area(s).,10I,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,18.0,A,12/05/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.759442440000001, -73.991975900000014)",0.378929368845,0.378929368845
41230741,-73.99248412,40.75364786,TIGER/ArcMap,5/15/2015,SUBWAY,MANHATTAN,525       ,8 AVENUE                                          ,10018.0,2125646454,Sandwiches,12/05/2012,Violations were cited in the following area(s).,10F,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,21.0,A,12/05/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.753647860000001, -73.99248412)",0.149596135115,0.149596135115
41231645,-73.99898266,40.71994146,TIGER/ArcMap,5/15/2015,PARIGOT,MANHATTAN,155       ,GRAND STREET                                      ,10013.0,2122748859,French,12/18/2013,Violations were cited in the following area(s).,10F,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,45.0,C,12/18/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.719941460000001, -73.998982659999996)",0.149361360541,0.149361360541
41231957,-73.98523787,40.7290517,TIGER/ArcMap,5/15/2015,DIECI,MANHATTAN,228       ,EAST   10 STREET                                  ,10003.0,2123879545,Japanese,10/12/2013,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,39.0,C,10/12/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.729051700000007, -73.985237870000006)",0.460062732388,0.460062732388
41232504,-74.00679317,40.74058913,TIGER/ArcMap,5/15/2015,FIG AND OLIVE,MANHATTAN,420,WEST   13 STREET,10014.0,2129241200,Mediterranean,08/15/2012,Violations were cited in the following area(s).,10F,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,50.0,A,08/15/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.740589129999996, -74.006793169999995)",0.32877010256,0.32877010256
41232741,-73.98516209,40.75030921,TIGER/ArcMap,5/15/2015,TIO PIO WEST,MANHATTAN,46,WEST   36 STREET,10018.0,2122396633,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/20/2012,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,74.0,B,12/20/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.750309209999998, -73.985162090000003)",0.361216735162,0.361216735162
41232778,-73.91932761,40.81655866,TIGER/ArcMap,5/15/2015,GRILL 149 PLUS,BRONX,355       ,EAST  149 STREET                                  ,10455.0,7186650284,Delicatessen,11/19/2013,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,15.0,A,11/19/2013,07/04/2015,Trans Fat / Initial Inspection,"(40.816558659999998, -73.919327609999996)",0.087990010954,0.087990010954
41233277,-73.95986877,40.80795965,TIGER/ArcMap,5/15/2015,ALICE'S INT'L CAFE,MANHATTAN,420,WEST  118 STREET,10027.0,2127492428,American ,12/26/2012,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11.0,A,12/26/2012,07/04/2015,Trans Fat / Re-inspection,"(40.807959650000001, -73.95986877)",0.275136635445,0.275136635445
41233476,-73.99304147,40.73985189,TIGER/ArcMap,5/15/2015,Boqueria,MANHATTAN,53,WEST   19 STREET,10011.0,2122554160,Spanish,12/10/2013,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,30.0,B,11/09/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.739851889999997, -73.993041469999994)",0.392447297504,0.392447297504
41234126,-74.01005116,40.71744063,TIGER/ArcMap,5/15/2015,MAX RESTAURANT,MANHATTAN,181,DUANE STREET,10013.0,2129665939,Italian,12/16/2014,Violations were cited in the following area(s).,22C,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,48.0,B,07/31/2014,07/04/2015,Smoke-Free Air Act / Re-inspection,"(40.717440629999999, -74.010051160000003)",0.203182838954,0.203182838954
41234254,-73.98368137,40.72971749,TIGER/ArcMap,5/15/2015,TREE,MANHATTAN,190,1 AVENUE,10009.0,2123587171,French,12/04/2012,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,31.0,Z,10/02/2014,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.729717489999999, -73.983681369999999)",0.474581564642,0.474581564642
41234310,-73.99454393,40.74369728,TIGER/ArcMap,5/15/2015,MALIBU DINER,MANHATTAN,163,WEST   23 STREET,10011.0,2126911369,American ,08/16/2013,Violations were cited in the following area(s).,10J,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,24.0,A,08/16/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.743697279999999, -73.994543930000006)",0.409520546477,0.409520546477
41234821,-73.99132082,40.72790848,TIGER/ArcMap,5/15/2015,GYU-KAKU,MANHATTAN,34,COOPER SQUARE,10003.0,2124752989,Japanese,11/18/2013,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,27.0,B,10/15/2014,07/04/2015,Smoke-Free Air Act / Initial Inspection,"(40.727908480000004, -73.991320819999999)",0.472274282506,0.472274282506
41234950,-74.00342273,40.71583083,TIGER/ArcMap,5/15/2015,CIVIC DELI,MANHATTAN,111,WORTH STREET,10013.0,2126192721,American ,12/19/2014,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,38.0,Z,09/10/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.715830830000002, -74.003422729999997)",0.216334767454,0.216334767454
41235038,-73.98794016,40.752285,TIGER/ArcMap,5/15/2015,JUST SALAD,MANHATTAN,134,WEST   37 STREET,10018.0,2122447315,Salads,11/10/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,22.0,B,11/10/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.752285000000001, -73.987940159999994)",0.163507665696,0.163507665696
41235027,-73.92707608,40.8192231,TIGER/ArcMap,5/15/2015,GIOVANNI'S RESTAURANT,BRONX,579,GRAND CONCOURSE,10451.0,7184026996,Italian,10/10/2014,Violations were cited in the following area(s).,20F,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,32.0,B,10/10/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.819223100000002, -73.927076080000006)",0.0602703389897,0.0602703389897
41235305,-73.99797562,40.71821537,TIGER/ArcMap,5/15/2015,Da Gennaro,MANHATTAN,129       ,MULBERRY STREET                                   ,10013.0,2124313934,Italian,10/23/2014,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,46.0,A,10/23/2014,07/04/2015,Trans Fat / Re-inspection,"(40.718215370000003, -73.997975620000005)",0.219042326879,0.219042326879
41235476,-73.9183866,40.81510874,TIGER/ArcMap,5/15/2015,SUNLIGHT PIZZA COFFEE SHOP,BRONX,506,WILLIS AVENUE,10455.0,7186654581,Spanish,12/10/2012,Violations were cited in the following area(s).,16B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,27.0,B,12/10/2012,07/04/2015,Trans Fat / Second Compliance Inspection,"(40.815108739999999, -73.918386599999991)",0.07650743966,0.07650743966
41235443,-73.99144758,40.75994159,TIGER/ArcMap,5/15/2015,NIZZA,MANHATTAN,628,9 AVENUE,10036.0,2129561800,Italian,05/07/2015,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,12.0,A,05/07/2015,07/04/2015,Cycle Inspection / Initial Inspection,"(40.759941589999997, -73.991447579999999)",0.404768316434,0.404768316434
41235492,-73.9170407,40.81751552,TIGER/ArcMap,5/15/2015,PARRILLA LATINA,BRONX,614,MELROSE AVENUE,10455.0,7189935834,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/20/2012,Violations were cited in the following area(s).,16B,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,79.0,Z,11/20/2012,07/04/2015,Trans Fat / Initial Inspection,"(40.817515520000001, -73.917040700000001)",0.104065927075,0.104065927075
41235592,-73.98222476,40.77094057,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,1889,BROADWAY,10023.0,2122451345,Café/Coffee/Tea,08/14/2014,Violations were cited in the following area(s).,10F,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,17.0,A,08/14/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.77094057, -73.982224759999994)",0.18651073119,0.18651073119
41236501,-74.0046053,40.72140708,TIGER/ArcMap,5/15/2015,DUNKIN  DONUTS,MANHATTAN,381,CANAL STREET,10013.0,2122264662,Donuts,11/20/2012,Violations were cited in the following area(s).,10F,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Not Critical,12.0,A,11/20/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.721407079999999, -74.004605299999994)",0.197252581907,0.197252581907
41237074,-73.99523188,40.74001264,TIGER/ArcMap,5/15/2015,TELEGRAPHE CAFE,MANHATTAN,107,WEST   18 STREET,10011.0,2124885810,American ,11/13/2012,Violations were cited in the following area(s).,10F,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Not Critical,27.0,A,11/13/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.740012640000003, -73.995231880000006)",0.371019792686,0.371019792686
41237754,-74.0079274,40.71097971,TIGER/ArcMap,5/15/2015,PITA EXPRESS,MANHATTAN,15        ,ANN STREET                                        ,10038.0,2125712999,Jewish/Kosher,05/13/2015,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,24.0,A,05/13/2015,07/04/2015,Cycle Inspection / Re-inspection,"(40.710979709999997, -74.007927400000014)",0.498355470141,0.498355470141
41238204,-73.92404443,40.81766137,TIGER/ArcMap,5/15/2015,LINCOLN TOWERS CAFE,BRONX,234,EAST  149 STREET,10451.0,7182928146,American ,10/23/2012,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,30.0,C,08/21/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.817661370000003, -73.924044429999995)",0.180198225047,0.180198225047
41238508,-74.00120776,40.73523767,TIGER/ArcMap,5/15/2015,MORANDI,MANHATTAN,15,CHARLES STREET,10014.0,2126277575,Italian,10/28/2011,Violations were cited in the following area(s).,10F,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,19.0,A,10/28/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.735237669999997, -74.00120776)",0.180385963784,0.180385963784
41238635,-73.99095434,40.68612631,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,BROOKLYN,164,SMITH STREET,11201.0,7184220178,Café/Coffee/Tea,04/15/2014,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,10.0,A,04/15/2014,07/04/2015,Cycle Inspection / Initial Inspection,"(40.686126309999999, -73.990954340000002)",0.455739755144,0.455739755144
41238639,-74.00622559,40.73371459,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE (STORE#11650),MANHATTAN,518,HUDSON STREET,10014.0,6464860524,Café/Coffee/Tea,05/09/2012,Violations were cited in the following area(s).,22C,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6.0,A,05/09/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.733714589999998, -74.00622559)",0.370347903124,0.370347903124
41238641,-74.00244534,40.71883728,TIGER/ArcMap,5/15/2015,STARBUCKS COFFEE,MANHATTAN,405,BROADWAY,10013.0,6466130148,Café/Coffee/Tea,04/27/2012,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,04/27/2012,07/04/2015,Cycle Inspection / Initial Inspection,"(40.718837280000002, -74.002445339999994)",0.0591910709569,0.0591910709569
41239167,-73.98931048,40.73606643,TIGER/ArcMap,5/15/2015,MAOZ VEGETARIAN,MANHATTAN,38,UNION SQUARE EAST,10003.0,2122601988,Vegetarian,06/05/2014,Violations were cited in the following area(s).,10F,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,06/05/2014,07/04/2015,Cycle Inspection / Initial Inspection,"(40.736066430000001, -73.98931048)",0.101858354138,0.101858354138
41239197,-74.00554037,40.73314106,TIGER/ArcMap,5/15/2015,PINTO,MANHATTAN,118,CHRISTOPHER STREET,10014.0,2123665455,Thai,07/05/2012,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,46.0,C,07/05/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.733141060000001, -74.005540370000006)",0.381245769357,0.381245769357
41239831,-73.98304536,40.7494183,TIGER/ArcMap,5/15/2015,SLATTERY'S MIDTOWN PUB,MANHATTAN,8,EAST   36 STREET,10016.0,2126836444,American ,12/31/2014,Violations were cited in the following area(s).,22A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,50.0,A,12/11/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.749418299999995, -73.983045360000006)",0.48280279988,0.48280279988
41239934,-73.99808574,40.73369501,TIGER/ArcMap,5/15/2015,LENNY'S,MANHATTAN,66,WEST    9 STREET,10011.0,2123530300,Sandwiches/Salads/Mixed Buffet,12/30/2014,Violations were cited in the following area(s).,10F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,20.0,A,08/06/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.733695009999998, -73.998085739999993)",0.34211285531,0.34211285531
41240455,-73.98565403,40.76301924,TIGER/ArcMap,5/15/2015,HAMPTON INN,MANHATTAN,851,8 AVENUE,10019.0,2125814100,American ,06/18/2012,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,23.0,A,06/18/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.763019239999998, -73.985654030000006)",0.410267322246,0.410267322246
41240424,-73.98963261,40.74399309,TIGER/ArcMap,5/15/2015,HILL COUNTRY,MANHATTAN,30,WEST   26 STREET,10010.0,2122554544,Barbecue,12/23/2013,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,38.0,A,08/15/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.743993089999996, -73.989632610000001)",0.432238686277,0.432238686277
41241252,-73.99691023,40.68042625,TIGER/ArcMap,5/15/2015,WORLD PIE,BROOKLYN,404,COURT STREET,11231.0,7188520240,Pizza,12/08/2014,Violations were cited in the following area(s).,22C,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,69.0,C,12/08/2014,07/04/2015,Trans Fat / Second Compliance Inspection,"(40.680426249999996, -73.996910229999997)",0.0981936291762,0.0981936291762
41241532,-73.98462314,40.75169646,TIGER/ArcMap,5/15/2015,OLYMPIC PITA,MANHATTAN,58,WEST   38 STREET,10018.0,2128697482,Jewish/Kosher,11/30/2012,Violations were cited in the following area(s).,20F,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Not Critical,43.0,C,11/30/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.751696459999998, -73.984623139999997)",0.31987809312,0.31987809312
41241636,-73.95332436,40.82238432,TIGER/ArcMap,5/15/2015,MCDONALD'S,MANHATTAN,3410,BROADWAY,10031.0,3472264150,Hamburgers,10/02/2014,Violations were cited in the following area(s).,10F,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,20.0,A,10/02/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.822384319999998, -73.953324359999996)",0.206156245457,0.206156245457
41241639,-73.95033308,40.82670715,TIGER/ArcMap,5/15/2015,MCDONALDS,MANHATTAN,3549,BROADWAY,10031.0,2124916860,Hamburgers,12/04/2013,Violations were cited in the following area(s).,22C,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not Critical,51.0,Z,12/04/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.826707149999997, -73.950333079999993)",0.433769155736,0.433769155736
41242103,-74.00330007,40.7391084,TIGER/ArcMap,5/15/2015,ZAMPA,MANHATTAN,306       ,WEST   13 STREET                                  ,10014.0,2122060601,Italian,12/22/2014,Violations were cited in the following area(s).,22A,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,44.0,C,12/22/2014,07/04/2015,Cycle Inspection / Re-inspection,"(40.739108399999999, -74.003300069999995)",0.122357562869,0.122357562869
41241757,-73.96526489,40.8011562,TIGER/ArcMap,5/15/2015,THAI MARKET,MANHATTAN,960,AMSTERDAM AVENUE,10025.0,2122804575,Thai,12/26/2012,Violations were cited in the following area(s).,20F,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,47.0,C,12/26/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.801156200000001, -73.96526489)",0.0912631675221,0.0912631675221
41242148,-73.9866834,40.75349943,TIGER/ArcMap,5/15/2015,GABBY O'HARAS,MANHATTAN,123,WEST   39 STREET,10018.0,2122788984,Irish,11/14/2011,Violations were cited in the following area(s).,22A,Thawing procedures improper.,Not Critical,23.0,A,11/14/2011,07/04/2015,Cycle Inspection / Re-inspection,"(40.753499429999998, -73.986683400000004)",0.167710037999,0.167710037999
41242234,-73.99448887,40.73153131,TIGER/ArcMap,5/15/2015,COSI,MANHATTAN,53,EAST    8 STREET,10003.0,2122601507,American ,10/15/2012,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,26.0,A,10/15/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.731531310000001, -73.994488869999998)",0.322071758646,0.322071758646
41242241,-73.99114209,40.7554918,TIGER/ArcMap,5/15/2015,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,MANHATTAN,601,8 AVENUE,10018.0,2129677666,Caribbean,08/16/2012,Violations were cited in the following area(s).,20F,Wiping cloths soiled or not stored in sanitizing solution.,Not Critical,26.0,A,08/16/2012,07/04/2015,Cycle Inspection / Re-inspection,"(40.755491799999994, -73.991142089999997)",0.114580018026,0.114580018026
41242907,-73.85062096,40.8298364,TIGER/ArcMap,5/15/2015,CROSS BRONX PIZZERIA,BRONX,1105,CASTLE HILL AVE,10472.0,7188928459,Pizza,10/05/2012,Violations were cited in the following area(s).,10F,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,42.0,C,10/05/2012,07/04/2015,Cycle Inspection / Reopening Inspection,"(40.829836399999998, -73.850620960000001)",0.306522682961,0.306522682961
41243427,-73.98909968,40.75519898,TIGER/ArcMap,5/15/2015,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,240       ,WEST   40 STREET                                  ,10018.0,2123959280,Donuts,10/21/2013,Violations were cited in the following area(s).,20F,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,17.0,B,10/21/2013,07/04/2015,Cycle Inspection / Re-inspection,"(40.755198980000003, -73.989099679999995)",0.0752066089501,0.0752066089501
